id,project_a,project_b,weight_a,weight_b,project_a_star_count,project_a_fork_count,project_a_watcher_count,project_a_contributors_count,project_a_Readme_score,project_a_technical_innovation,project_a_community_engagement,project_a_accessibility,project_b_star_count,project_b_fork_count,project_b_watcher_count,project_b_contributors_count,project_b_Readme_score,project_b_technical_innovation,project_b_community_engagement,project_b_accessibility
2788,https://github.com/streetsidesoftware/cspell,https://github.com/pion/webrtc,0.14124494467,0.85875505533,1.3k,103,13,69,4.5,4.0,4.0,4.0,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3
2790,https://github.com/streetsidesoftware/cspell,https://github.com/postcss/postcss,0.02329590696,0.97670409304,1.3k,103,13,69,4.5,4.0,4.0,4.0,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0
2791,https://github.com/streetsidesoftware/cspell,https://github.com/pytest-dev/pytest,0.01881683518,0.98118316482,1.3k,103,13,69,4.5,4.0,4.0,4.0,12.3k,2.7k,196,875,4.5,4.8,4.7,4.6
2792,https://github.com/streetsidesoftware/cspell,https://github.com/babel/babel,0.00078775536,0.99921224464,1.3k,103,13,69,4.5,4.0,4.0,4.0,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
2793,https://github.com/streetsidesoftware/cspell,https://github.com/emotion-js/emotion,0.00630540636,0.99369459364,1.3k,103,13,69,4.5,4.0,4.0,4.0,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0
2794,https://github.com/streetsidesoftware/cspell,https://github.com/ajv-validator/ajv,0.00796009206,0.99203990794,1.3k,103,13,69,4.5,4.0,4.0,4.0,14k,886,112,207,4.5,4.8,4.2,4.0
2796,https://github.com/streetsidesoftware/cspell,https://github.com/clap-rs/clap,0.04026212134,0.95973787866,1.3k,103,13,69,4.5,4.0,4.0,4.0,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0
2797,https://github.com/streetsidesoftware/cspell,https://github.com/mochajs/mocha,0.00468767680,0.99531232320,1.3k,103,13,69,4.5,4.0,4.0,4.0,22.7k,3k,398,503,4.5,4.0,4.5,4.0
2798,https://github.com/streetsidesoftware/cspell,https://github.com/go-task/slim-sprig,0.13953028488,0.86046971512,1.3k,103,13,69,4.5,4.0,4.0,4.0,63,15,4,Not provided,3.5,3.0,2.5,3.0
2799,https://github.com/streetsidesoftware/cspell,https://github.com/facebook/react,0.34673976316,0.65326023684,1.3k,103,13,69,4.5,4.0,4.0,4.0,231k,47.4k,6.6k,"1,681",4.5,5,4.8,4.7
2800,https://github.com/streetsidesoftware/cspell,https://github.com/node-fetch/node-fetch,0.08967635242,0.91032364758,1.3k,103,13,69,4.5,4.0,4.0,4.0,8.8k,1k,89,119,4.5,4.0,4.0,4.0
2801,https://github.com/streetsidesoftware/cspell,https://github.com/import-js/eslint-plugin-import,0.05389219184,0.94610780816,1.3k,103,13,69,4.5,4.0,4.0,4.0,5.6k,1.6k,37,363,4.5,4.0,4.2,4.0
2802,https://github.com/streetsidesoftware/cspell,https://github.com/chzyer/readline,0.69075177817,0.30924822183,1.3k,103,13,69,4.5,4.0,4.0,4.0,2.1k,280,41,38,4.0,4.5,3.5,3.0
2803,https://github.com/streetsidesoftware/cspell,https://github.com/pnpm/cmd-shim,0.00362252519,0.99637747481,1.3k,103,13,69,4.5,4.0,4.0,4.0,14,11,5,Not provided,3.5,3.0,2.5,3.0
2805,https://github.com/streetsidesoftware/cspell,https://github.com/gulpjs/gulp,0.00984643776,0.99015356224,1.3k,103,13,69,4.5,4.0,4.0,4.0,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0
2807,https://github.com/streetsidesoftware/cspell,https://github.com/debug-js/debug,0.04110438328,0.95889561672,1.3k,103,13,69,4.5,4.0,4.0,4.0,11.2k,945,139,116,4.5,4.0,4.0,4.0
2809,https://github.com/streetsidesoftware/cspell,https://github.com/sindresorhus/type-fest,0.00424333772,0.99575666228,1.3k,103,13,69,4.5,4.0,4.0,4.0,14.7k,570,52,181,4.5,4.8,4.2,4.0
2810,https://github.com/streetsidesoftware/cspell,https://github.com/rollup/rollup,0.01043558545,0.98956441455,1.3k,103,13,69,4.5,4.0,4.0,4.0,25.5k,1.5k,257,395,4.5,4.8,4.2,4.0
2811,https://github.com/streetsidesoftware/cspell,https://github.com/marak/colors.js,0.00145672665,0.99854327335,1.3k,103,13,69,4.5,4.0,4.0,4.0,5.2k,449,53,44,4.5,3.5,3.0,4.0
2812,https://github.com/streetsidesoftware/cspell,https://github.com/axios/axios,0.01358574177,0.98641425823,1.3k,103,13,69,4.5,4.0,4.0,4.0,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
2814,https://github.com/streetsidesoftware/cspell,https://github.com/motdotla/dotenv,0.39140040341,0.60859959659,1.3k,103,13,69,4.5,4.0,4.0,4.0,19.4k,861,109,87,4.5,4.0,4.0,4.5
2815,https://github.com/streetsidesoftware/cspell,https://github.com/eslint/eslint,0.00064830821,0.99935169179,1.3k,103,13,69,4.5,4.0,4.0,4.0,25.4k,4.6k,315,"1,035",4.5,4.8,4.7,4.3
2816,https://github.com/streetsidesoftware/cspell,https://github.com/floating-ui/floating-ui,0.00911503935,0.99088496065,1.3k,103,13,69,4.5,4.0,4.0,4.0,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0
2817,https://github.com/streetsidesoftware/cspell,https://github.com/boa-dev/boa,0.13041487005,0.86958512995,1.3k,103,13,69,4.5,4.0,4.0,4.0,5.4k,411,47,177,4.5,4.8,4.2,4.0
2820,https://github.com/streetsidesoftware/cspell,https://github.com/ljharb/qs,0.01021765982,0.98978234018,1.3k,103,13,69,4.5,4.0,4.0,4.0,8.6k,735,67,64,4.5,4.0,3.5,4.0
2822,https://github.com/streetsidesoftware/cspell,https://github.com/salesforce/tough-cookie,0.00194906146,0.99805093854,1.3k,103,13,69,4.5,4.0,4.0,4.0,980,227,50,38,4.5,4.0,3.5,4.0
2825,https://github.com/streetsidesoftware/cspell,https://github.com/ethers-io/ethers.js,0.20928454493,0.79071545507,1.3k,103,13,69,4.5,4.0,4.0,4.0,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0
2826,https://github.com/streetsidesoftware/cspell,https://github.com/epoberezkin/fast-deep-equal,0.05362318341,0.94637681659,1.3k,103,13,69,4.5,4.0,4.0,4.0,1.9k,106,14,13,4.5,4.0,3.5,4.0
2827,https://github.com/streetsidesoftware/cspell,https://github.com/rich-harris/magic-string,0.58062880325,0.41937119675,1.3k,103,13,69,4.5,4.0,4.0,4.0,2.4k,115,15,55,4.5,4.0,3.5,4.0
2828,https://github.com/streetsidesoftware/cspell,https://github.com/nodeca/js-yaml,0.14054614334,0.85945385666,1.3k,103,13,69,4.5,4.0,4.0,4.0,6.3k,776,75,73,4.5,4.0,3.5,4.0
2829,https://github.com/streetsidesoftware/cspell,https://github.com/mattn/go-isatty,0.17677958830,0.82322041170,1.3k,103,13,69,4.5,4.0,4.0,4.0,845,108,12,29,4.0,3.5,3.0,3.5
2830,https://github.com/streetsidesoftware/cspell,https://github.com/formatjs/formatjs,0.17421101620,0.82578898380,1.3k,103,13,69,4.5,4.0,4.0,4.0,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0
2831,https://github.com/streetsidesoftware/cspell,https://github.com/lukeed/polka,0.04903976333,0.95096023667,1.3k,103,13,69,4.5,4.0,4.0,4.0,5.4k,173,69,13,4.5,4.0,3.5,4.0
2832,https://github.com/streetsidesoftware/cspell,https://github.com/getsentry/sentry-javascript,0.00202385030,0.99797614970,1.3k,103,13,69,4.5,4.0,4.0,4.0,8.1k,1.6k,125,540,4.5,4.8,4.2,4.0
2833,https://github.com/streetsidesoftware/cspell,https://github.com/dcodeio/long.js,0.00179567932,0.99820432068,1.3k,103,13,69,4.5,4.0,4.0,4.0,892,206,23,17,4.5,4.0,3.5,3.0
2836,https://github.com/streetsidesoftware/cspell,https://github.com/reactivex/rxjs,0.56521739130,0.43478260870,1.3k,103,13,69,4.5,4.0,4.0,4.0,30.9k,3k,449,538,4.5,4.8,4.7,4.3
2838,https://github.com/streetsidesoftware/cspell,https://github.com/qix-/color-convert,0.01399864529,0.98600135471,1.3k,103,13,69,4.5,4.0,4.0,4.0,751,96,12,27,4.5,3.5,3.0,4.0
2839,https://github.com/streetsidesoftware/cspell,https://github.com/brooooooklyn/snappy,0.02898550725,0.97101449275,1.3k,103,13,69,4.5,4.0,4.0,4.0,168,10,4,6,4.0,4.5,3.5,3.0
2840,https://github.com/streetsidesoftware/cspell,https://github.com/biomejs/biome,0.06389884805,0.93610115195,1.3k,103,13,69,4.5,4.0,4.0,4.0,16.5k,512,52,478,4.5,4.8,4.2,4.0
2842,https://github.com/streetsidesoftware/cspell,https://github.com/servo/rust-smallvec,0.00947695404,0.99052304596,1.3k,103,13,69,4.5,4.0,4.0,4.0,1.4k,146,27,80,4.0,4.5,3.5,3.0
2843,https://github.com/streetsidesoftware/cspell,https://github.com/alexeyraspopov/picocolors,0.75000000000,0.25000000000,1.3k,103,13,69,4.5,4.0,4.0,4.0,1.4k,45,10,13,4.5,4.0,3.5,4.0
2844,https://github.com/boa-dev/boa,https://github.com/babel/babel,0.06641351821,0.93358648179,5.4k,411,47,177,4.5,4.8,4.2,4.0,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
2846,https://github.com/boa-dev/boa,https://github.com/axios/axios,0.25696548967,0.74303451033,5.4k,411,47,177,4.5,4.8,4.2,4.0,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
2847,https://github.com/boa-dev/boa,https://github.com/biomejs/biome,0.20502919922,0.79497080078,5.4k,411,47,177,4.5,4.8,4.2,4.0,16.5k,512,52,478,4.5,4.8,4.2,4.0
2848,https://github.com/boa-dev/boa,https://github.com/alexeyraspopov/picocolors,0.96000000000,0.04000000000,5.4k,411,47,177,4.5,4.8,4.2,4.0,1.4k,45,10,13,4.5,4.0,3.5,4.0
2849,https://github.com/pandas-dev/pandas,https://github.com/gulpjs/gulp,0.66733454426,0.33266545574,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0
2850,https://github.com/pandas-dev/pandas,https://github.com/import-js/eslint-plugin-import,0.90771938600,0.09228061400,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,5.6k,1.6k,37,363,4.5,4.0,4.2,4.0
2851,https://github.com/pandas-dev/pandas,https://github.com/mochajs/mocha,0.53527068773,0.46472931227,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,22.7k,3k,398,503,4.5,4.0,4.5,4.0
2853,https://github.com/pandas-dev/pandas,https://github.com/node-fetch/node-fetch,0.92937979959,0.07062020041,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,8.8k,1k,89,119,4.5,4.0,4.0,4.0
2854,https://github.com/pandas-dev/pandas,https://github.com/ljharb/qs,0.82701931370,0.17298068630,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,8.6k,735,67,64,4.5,4.0,3.5,4.0
2856,https://github.com/pandas-dev/pandas,https://github.com/level/levelup,0.99612351362,0.00387648638,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,4.1k,267,91,42,4.5,4.0,3.5,3.0
2857,https://github.com/pandas-dev/pandas,https://github.com/inikulin/parse5,0.99635999843,0.00364000157,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,3.7k,238,43,38,4.5,4.8,3.5,4.0
2858,https://github.com/pandas-dev/pandas,https://github.com/emotion-js/emotion,0.60416269264,0.39583730736,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0
2859,https://github.com/pandas-dev/pandas,https://github.com/immerjs/immer,0.93836591763,0.06163408237,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,28k,852,155,188,4.5,4.8,4.2,4.0
2861,https://github.com/pandas-dev/pandas,https://github.com/floating-ui/floating-ui,0.66177022746,0.33822977254,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0
2863,https://github.com/pandas-dev/pandas,https://github.com/boa-dev/boa,0.88867429856,0.11132570144,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,5.4k,411,47,177,4.5,4.8,4.2,4.0
2864,https://github.com/pandas-dev/pandas,https://github.com/electron/electron,0.71983134929,0.28016865071,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6
2865,https://github.com/pandas-dev/pandas,https://github.com/ajv-validator/ajv,0.65491337368,0.34508662632,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,14k,886,112,207,4.5,4.8,4.2,4.0
2866,https://github.com/pandas-dev/pandas,https://github.com/humanwhocodes/object-schema,0.68083361059,0.31916638941,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,32,7,2,3,4.0,3.5,2.5,3.0
2868,https://github.com/pandas-dev/pandas,https://github.com/debug-js/debug,0.88293962419,0.11706037581,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,11.2k,945,139,116,4.5,4.0,4.0,4.0
2869,https://github.com/pandas-dev/pandas,https://github.com/cssnano/cssnano,0.98711609821,0.01288390179,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,4.8k,319,49,109,4.5,4.0,4.0,4.0
2870,https://github.com/pandas-dev/pandas,https://github.com/browserslist/browserslist,0.80946529166,0.19053470834,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,13.1k,721,140,179,4.5,4.0,4.0,3.5
2871,https://github.com/pandas-dev/pandas,https://github.com/chzyer/readline,0.99836480657,0.00163519343,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,2.1k,280,41,38,4.0,4.5,3.5,3.0
2875,https://github.com/pandas-dev/pandas,https://github.com/clap-rs/clap,0.87198129147,0.12801870853,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0
2876,https://github.com/pandas-dev/pandas,https://github.com/babel/babel,0.23459384374,0.76540615626,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
2878,https://github.com/pandas-dev/pandas,https://github.com/ethers-io/ethers.js,0.94094577370,0.05905422630,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0
2879,https://github.com/pandas-dev/pandas,https://github.com/epoberezkin/fast-deep-equal,0.60127138570,0.39872861430,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,1.9k,106,14,13,4.5,4.0,3.5,4.0
2880,https://github.com/pandas-dev/pandas,https://github.com/mikemcl/bignumber.js,0.97610124644,0.02389875356,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,6.7k,744,83,35,4.5,4.8,4.0,4.2
2881,https://github.com/pandas-dev/pandas,https://github.com/nodeca/js-yaml,0.94630628150,0.05369371850,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,6.3k,776,75,73,4.5,4.0,3.5,4.0
2882,https://github.com/pandas-dev/pandas,https://github.com/mattn/go-isatty,0.92988000065,0.07011999935,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,845,108,12,29,4.0,3.5,3.0,3.5
2884,https://github.com/pandas-dev/pandas,https://github.com/lukeed/polka,0.57984808195,0.42015191805,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,5.4k,173,69,13,4.5,4.0,3.5,4.0
2885,https://github.com/pandas-dev/pandas,https://github.com/getsentry/sentry-javascript,0.07748100391,0.92251899609,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,8.1k,1.6k,125,540,4.5,4.8,4.2,4.0
2886,https://github.com/pandas-dev/pandas,https://github.com/dcodeio/long.js,0.06933676755,0.93066323245,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,892,206,23,17,4.5,4.0,3.5,3.0
2887,https://github.com/pandas-dev/pandas,https://github.com/mmcloughlin/addchain,0.21210211160,0.78789788840,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,188,14,7,2,4.5,4.8,3.5,3.8
2888,https://github.com/pandas-dev/pandas,https://github.com/kaelzhang/node-ignore,0.99925760950,0.00074239050,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,454,47,10,20,4.5,4.0,3.5,3.0
2889,https://github.com/pandas-dev/pandas,https://github.com/google/flatbuffers,0.83219599510,0.16780400490,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,23.6k,3.3k,644,650,4.5,4.8,4.2,4.0
2890,https://github.com/pandas-dev/pandas,https://github.com/biomejs/biome,0.61300295250,0.38699704750,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,16.5k,512,52,478,4.5,4.8,4.2,4.0
2891,https://github.com/pandas-dev/pandas,https://github.com/fastify/fastify,0.87171921110,0.12828078890,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6,32.8k,2.3k,299,772,4.5,4.8,4.7,4.3
2893,https://github.com/inikulin/parse5,https://github.com/gulpjs/gulp,0.00559053114,0.99440946886,3.7k,238,43,38,4.5,4.8,3.5,4.0,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0
2894,https://github.com/inikulin/parse5,https://github.com/import-js/eslint-plugin-import,0.03207966754,0.96792033246,3.7k,238,43,38,4.5,4.8,3.5,4.0,5.6k,1.6k,37,363,4.5,4.0,4.2,4.0
2895,https://github.com/inikulin/parse5,https://github.com/axios/axios,0.00829622139,0.99170377861,3.7k,238,43,38,4.5,4.8,3.5,4.0,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
2899,https://github.com/inikulin/parse5,https://github.com/floating-ui/floating-ui,0.00552830865,0.99447169135,3.7k,238,43,38,4.5,4.8,3.5,4.0,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0
2900,https://github.com/inikulin/parse5,https://github.com/go-task/slim-sprig,0.08548615568,0.91451384432,3.7k,238,43,38,4.5,4.8,3.5,4.0,63,15,4,Not provided,3.5,3.0,2.5,3.0
2901,https://github.com/inikulin/parse5,https://github.com/boa-dev/boa,0.05571915882,0.94428084118,3.7k,238,43,38,4.5,4.8,3.5,4.0,5.4k,411,47,177,4.5,4.8,4.2,4.0
2902,https://github.com/inikulin/parse5,https://github.com/electron/electron,0.01107736407,0.98892263593,3.7k,238,43,38,4.5,4.8,3.5,4.0,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6
2903,https://github.com/inikulin/parse5,https://github.com/ajv-validator/ajv,0.00485123191,0.99514876809,3.7k,238,43,38,4.5,4.8,3.5,4.0,14k,886,112,207,4.5,4.8,4.2,4.0
2905,https://github.com/inikulin/parse5,https://github.com/eslint/eslint,0.00039666003,0.99960333997,3.7k,238,43,38,4.5,4.8,3.5,4.0,25.4k,4.6k,315,"1,035",4.5,4.8,4.7,4.3
2906,https://github.com/inikulin/parse5,https://github.com/debug-js/debug,0.02432005940,0.97567994060,3.7k,238,43,38,4.5,4.8,3.5,4.0,11.2k,945,139,116,4.5,4.0,4.0,4.0
2907,https://github.com/inikulin/parse5,https://github.com/cssnano/cssnano,0.40774337050,0.59225662950,3.7k,238,43,38,4.5,4.8,3.5,4.0,4.8k,319,49,109,4.5,4.0,4.0,4.0
2908,https://github.com/inikulin/parse5,https://github.com/browserslist/browserslist,0.01534025179,0.98465974821,3.7k,238,43,38,4.5,4.8,3.5,4.0,13.1k,721,140,179,4.5,4.0,4.0,3.5
2909,https://github.com/inikulin/parse5,https://github.com/chzyer/readline,0.63405797100,0.36594202900,3.7k,238,43,38,4.5,4.8,3.5,4.0,2.1k,280,41,38,4.0,4.5,3.5,3.0
2912,https://github.com/inikulin/parse5,https://github.com/clap-rs/clap,0.02788815413,0.97211184587,3.7k,238,43,38,4.5,4.8,3.5,4.0,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0
2914,https://github.com/inikulin/parse5,https://github.com/ethers-io/ethers.js,0.07427664987,0.92572335013,3.7k,238,43,38,4.5,4.8,3.5,4.0,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0
2915,https://github.com/inikulin/parse5,https://github.com/epoberezkin/fast-deep-equal,0.01403969607,0.98596030393,3.7k,238,43,38,4.5,4.8,3.5,4.0,1.9k,106,14,13,4.5,4.0,3.5,4.0
2916,https://github.com/inikulin/parse5,https://github.com/formatjs/formatjs,0.06976744186,0.93023255814,3.7k,238,43,38,4.5,4.8,3.5,4.0,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0
2918,https://github.com/inikulin/parse5,https://github.com/dcodeio/long.js,0.00041496072,0.99958503928,3.7k,238,43,38,4.5,4.8,3.5,4.0,892,206,23,17,4.5,4.0,3.5,3.0
2920,https://github.com/inikulin/parse5,https://github.com/brooooooklyn/snappy,0.01470588235,0.98529411765,3.7k,238,43,38,4.5,4.8,3.5,4.0,168,10,4,6,4.0,4.5,3.5,3.0
2921,https://github.com/inikulin/parse5,https://github.com/biomejs/biome,0.05236038651,0.94763961349,3.7k,238,43,38,4.5,4.8,3.5,4.0,16.5k,512,52,478,4.5,4.8,4.2,4.0
2923,https://github.com/inikulin/parse5,https://github.com/alexeyraspopov/picocolors,0.75000000000,0.25000000000,3.7k,238,43,38,4.5,4.8,3.5,4.0,1.4k,45,10,13,4.5,4.0,3.5,4.0
2925,https://github.com/nodeca/js-yaml,https://github.com/jedisct1/go-minisign,0.34059254751,0.65940745249,6.3k,776,75,73,4.5,4.0,3.5,4.0,113,12,5,3,3.5,3.0,2.5,3.0
2926,https://github.com/nodeca/js-yaml,https://github.com/gulpjs/gulp,0.08256236175,0.91743763825,6.3k,776,75,73,4.5,4.0,3.5,4.0,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0
2927,https://github.com/nodeca/js-yaml,https://github.com/facebook/react,0.71464348531,0.28535651469,6.3k,776,75,73,4.5,4.0,3.5,4.0,231k,47.4k,6.6k,"1,681",4.5,5,4.8,4.7
2928,https://github.com/nodeca/js-yaml,https://github.com/axios/axios,0.10997164085,0.89002835915,6.3k,776,75,73,4.5,4.0,3.5,4.0,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
2929,https://github.com/nodeca/js-yaml,https://github.com/immerjs/immer,0.59671244193,0.40328755807,6.3k,776,75,73,4.5,4.0,3.5,4.0,28k,852,155,188,4.5,4.8,4.2,4.0
2930,https://github.com/nodeca/js-yaml,https://github.com/browserslist/browserslist,0.21594783304,0.78405216696,6.3k,776,75,73,4.5,4.0,3.5,4.0,13.1k,721,140,179,4.5,4.0,4.0,3.5
2931,https://github.com/nodeca/js-yaml,https://github.com/node-fetch/node-fetch,0.41315804444,0.58684195556,6.3k,776,75,73,4.5,4.0,3.5,4.0,8.8k,1k,89,119,4.5,4.0,4.0,4.0
2932,https://github.com/nodeca/js-yaml,https://github.com/epoberezkin/fast-deep-equal,0.11279804486,0.88720195514,6.3k,776,75,73,4.5,4.0,3.5,4.0,1.9k,106,14,13,4.5,4.0,3.5,4.0
2933,https://github.com/nodeca/js-yaml,https://github.com/cssnano/cssnano,0.84742922059,0.15257077941,6.3k,776,75,73,4.5,4.0,3.5,4.0,4.8k,319,49,109,4.5,4.0,4.0,4.0
2935,https://github.com/nodeca/js-yaml,https://github.com/import-js/eslint-plugin-import,0.32106601088,0.67893398912,6.3k,776,75,73,4.5,4.0,3.5,4.0,5.6k,1.6k,37,363,4.5,4.0,4.2,4.0
2937,https://github.com/nodeca/js-yaml,https://github.com/clap-rs/clap,0.27968390615,0.72031609385,6.3k,776,75,73,4.5,4.0,3.5,4.0,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0
2939,https://github.com/nodeca/js-yaml,https://github.com/ajv-validator/ajv,0.07519049457,0.92480950543,6.3k,776,75,73,4.5,4.0,3.5,4.0,14k,886,112,207,4.5,4.8,4.2,4.0
2940,https://github.com/nodeca/js-yaml,https://github.com/mikemcl/bignumber.js,0.62953710172,0.37046289828,6.3k,776,75,73,4.5,4.0,3.5,4.0,6.7k,744,83,35,4.5,4.8,4.0,4.2
2941,https://github.com/nodeca/js-yaml,https://github.com/heim-rs/darwin-libproc,0.97635327635,0.02364672365,6.3k,776,75,73,4.5,4.0,3.5,4.0,8,22,2,Not explicitly provided in the information.,3.5,3.0,2.5,3.0
2943,https://github.com/nodeca/js-yaml,https://github.com/go-task/slim-sprig,0.48422125700,0.51577874300,6.3k,776,75,73,4.5,4.0,3.5,4.0,63,15,4,Not provided,3.5,3.0,2.5,3.0
2944,https://github.com/nodeca/js-yaml,https://github.com/chzyer/readline,0.95663265310,0.04336734690,6.3k,776,75,73,4.5,4.0,3.5,4.0,2.1k,280,41,38,4.0,4.5,3.5,3.0
2945,https://github.com/nodeca/js-yaml,https://github.com/mochajs/mocha,0.04450083680,0.95549916320,6.3k,776,75,73,4.5,4.0,3.5,4.0,22.7k,3k,398,503,4.5,4.0,4.5,4.0
2946,https://github.com/nodeca/js-yaml,https://github.com/electron/electron,0.17548638492,0.82451361508,6.3k,776,75,73,4.5,4.0,3.5,4.0,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6
2950,https://github.com/nodeca/js-yaml,https://github.com/motdotla/dotenv,0.81743883200,0.18256116800,6.3k,776,75,73,4.5,4.0,3.5,4.0,19.4k,861,109,87,4.5,4.0,4.0,4.5
2951,https://github.com/nodeca/js-yaml,https://github.com/level/levelup,0.93205209779,0.06794790221,6.3k,776,75,73,4.5,4.0,3.5,4.0,4.1k,267,91,42,4.5,4.0,3.5,3.0
2953,https://github.com/nodeca/js-yaml,https://github.com/humanwhocodes/object-schema,0.17326867917,0.82673132083,6.3k,776,75,73,4.5,4.0,3.5,4.0,32,7,2,3,4.0,3.5,2.5,3.0
2954,https://github.com/nodeca/js-yaml,https://github.com/formatjs/formatjs,0.54268292685,0.45731707315,6.3k,776,75,73,4.5,4.0,3.5,4.0,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0
2956,https://github.com/nodeca/js-yaml,https://github.com/getsentry/sentry-javascript,0.00323423311,0.99676576689,6.3k,776,75,73,4.5,4.0,3.5,4.0,8.1k,1.6k,125,540,4.5,4.8,4.2,4.0
2957,https://github.com/nodeca/js-yaml,https://github.com/dcodeio/long.js,0.00286999476,0.99713000524,6.3k,776,75,73,4.5,4.0,3.5,4.0,892,206,23,17,4.5,4.0,3.5,3.0
2958,https://github.com/nodeca/js-yaml,https://github.com/mmcloughlin/addchain,0.01029295329,0.98970704671,6.3k,776,75,73,4.5,4.0,3.5,4.0,188,14,7,2,4.5,4.8,3.5,3.8
2959,https://github.com/nodeca/js-yaml,https://github.com/kaelzhang/node-ignore,0.98959516395,0.01040483605,6.3k,776,75,73,4.5,4.0,3.5,4.0,454,47,10,20,4.5,4.0,3.5,3.0
2962,https://github.com/nodeca/js-yaml,https://github.com/brooooooklyn/snappy,0.33838051350,0.66161948650,6.3k,776,75,73,4.5,4.0,3.5,4.0,168,10,4,6,4.0,4.5,3.5,3.0
2963,https://github.com/nodeca/js-yaml,https://github.com/biomejs/biome,0.19130345219,0.80869654781,6.3k,776,75,73,4.5,4.0,3.5,4.0,16.5k,512,52,478,4.5,4.8,4.2,4.0
2964,https://github.com/nodeca/js-yaml,https://github.com/fastify/fastify,0.30945308442,0.69054691558,6.3k,776,75,73,4.5,4.0,3.5,4.0,32.8k,2.3k,299,772,4.5,4.8,4.7,4.3
